doc_id,page_number,text_raw,text_tfidf,text_embed
IR_ch2,53,"Introduction to Information Retrieval Combination schemes ▪These two approaches can be profitably combined ▪For particular phrases (“Michael Jackson”, “Britney Spears”) it is inefficient to keep on merging positional postings lists ▪Even more so for phrases like “The Who” ▪Williams et al. (2004) evaluate a more sophisticated mixed indexing scheme ▪A typical web query mixture was executed in ¼ of the time of using just a positional index ▪It required 26% more space than having a positional index alone Sec. 2.4.3",introduct inform retriev combin scheme approach profit combin particular phrase michael jackson britney spear ineffici merg posit post list phrase like william et al evalu sophist mix index scheme typic web queri mixtur execut ¼ time use just posit index requir space have posit index sec,"introduction to information retrieval combination schemes ▪these two approaches can be profitably combined ▪for particular phrases (“michael jackson”, “britney spears”) it is inefficient to keep on merging positional postings lists ▪even more so for phrases like “the who” ▪williams et al. (2004) evaluate a more sophisticated mixed indexing scheme ▪a typical web query mixture was executed in ¼ of the time of using just a positional index ▪it required 26% more space than having a positional index alone sec. 2.4.3"
IR_ch3,1,Introduction to Information Retrieval Introduction to Information Retrieval CS276: Information Retrieval and Web Search Basic inverted index construction,introduct inform retriev introduct inform retriev cs inform retriev web search basic invert index construct,introduction to information retrieval introduction to information retrieval cs276: information retrieval and web search basic inverted index construction
IR_ch3,2,Introduction to Information Retrieval Index construction ▪How do we construct an index? ▪What strategies can we use with limited main memory? Ch. 4,introduct inform retriev index construct construct index strategi use limit main memori ch,introduction to information retrieval index construction ▪how do we construct an index? ▪what strategies can we use with limited main memory? ch. 4
IR_ch3,3,Introduction to Information Retrieval ▪Documents are parsed to extract words and these are saved with the Document ID. I did enact Julius Caesar I was killed i' the Capitol; Brutus killed me. Doc 1 So let it be with Caesar. The noble Brutus hath told you Caesar was ambitious Doc 2 Recall index construction Term Doc # I 1 did 1 enact 1 julius 1 caesar 1 I 1 was 1 killed 1 i' 1 the 1 capitol 1 brutus 1 killed 1 me 1 so 2 let 2 it 2 be 2 with 2 caesar 2 the 2 noble 2 brutus 2 hath 2 told 2 you 2 caesar 2 was 2 ambitious 2 Sec. 4.2,introduct inform retriev document pars extract word save document id did enact juliu caesar kill capitol brutu kill doc let caesar nobl brutu hath told caesar ambiti doc recal index construct term doc did enact juliu caesar kill capitol brutu kill let caesar nobl brutu hath told caesar ambiti sec,introduction to information retrieval ▪documents are parsed to extract words and these are saved with the document id. i did enact julius caesar i was killed i' the capitol; brutus killed me. doc 1 so let it be with caesar. the noble brutus hath told you caesar was ambitious doc 2 recall index construction term doc # i 1 did 1 enact 1 julius 1 caesar 1 i 1 was 1 killed 1 i' 1 the 1 capitol 1 brutus 1 killed 1 me 1 so 2 let 2 it 2 be 2 with 2 caesar 2 the 2 noble 2 brutus 2 hath 2 told 2 you 2 caesar 2 was 2 ambitious 2 sec. 4.2
IR_ch3,4,"Introduction to Information Retrieval Term Doc # I 1 did 1 enact 1 julius 1 caesar 1 I 1 was 1 killed 1 i' 1 the 1 capitol 1 brutus 1 killed 1 me 1 so 2 let 2 it 2 be 2 with 2 caesar 2 the 2 noble 2 brutus 2 hath 2 told 2 you 2 caesar 2 was 2 ambitious 2 Term Doc # ambitious 2 be 2 brutus 1 brutus 2 capitol 1 caesar 1 caesar 2 caesar 2 did 1 enact 1 hath 1 I 1 I 1 i' 1 it 2 julius 1 killed 1 killed 1 let 2 me 1 noble 2 so 2 the 1 the 2 told 2 you 2 was 1 was 2 with 2 Key step ▪After all documents have been parsed, the inverted file is sorted by terms. We focus on this sort step. Sec. 4.2",introduct inform retriev term doc did enact juliu caesar kill capitol brutu kill let caesar nobl brutu hath told caesar ambiti term doc ambiti brutu brutu capitol caesar caesar caesar did enact hath juliu kill kill let nobl told key step document pars invert file sort term focu sort step sec,"introduction to information retrieval term doc # i 1 did 1 enact 1 julius 1 caesar 1 i 1 was 1 killed 1 i' 1 the 1 capitol 1 brutus 1 killed 1 me 1 so 2 let 2 it 2 be 2 with 2 caesar 2 the 2 noble 2 brutus 2 hath 2 told 2 you 2 caesar 2 was 2 ambitious 2 term doc # ambitious 2 be 2 brutus 1 brutus 2 capitol 1 caesar 1 caesar 2 caesar 2 did 1 enact 1 hath 1 i 1 i 1 i' 1 it 2 julius 1 killed 1 killed 1 let 2 me 1 noble 2 so 2 the 1 the 2 told 2 you 2 was 1 was 2 with 2 key step ▪after all documents have been parsed, the inverted file is sorted by terms. we focus on this sort step. sec. 4.2"
IR_ch3,5,"Introduction to Information Retrieval RCV1: Our collection for this lecture ▪As an example for applying scalable index construction algorithms, we will use the Reuters RCV1 collection. ▪This is one year of Reuters newswire (part of 1995 and 1996) ▪The collection isn’t really large enough, but it’s publicly available and is a plausible example. Sec. 4.2",introduct inform retriev rcv collect lectur exampl appli scalabl index construct algorithm use reuter rcv collect year reuter newswir collect isn t realli larg s publicli avail plausibl exampl sec,"introduction to information retrieval rcv1: our collection for this lecture ▪as an example for applying scalable index construction algorithms, we will use the reuters rcv1 collection. ▪this is one year of reuters newswire (part of 1995 and 1996) ▪the collection isn’t really large enough, but it’s publicly available and is a plausible example. sec. 4.2"
IR_ch3,6,Introduction to Information Retrieval A Reuters RCV1 document Sec. 4.2,introduct inform retriev reuter rcv document sec,introduction to information retrieval a reuters rcv1 document sec. 4.2
IR_ch3,7,"Introduction to Information Retrieval Reuters RCV1 statistics ▪symbol statistic value ▪N documents 800,000 ▪L avg. # tokens per doc 200 ▪M terms (= word types) 400,000 ▪                avg. # bytes per token 6 (incl. spaces/punct.) ▪                avg. # bytes per token 4.5 (without spaces/punct.) ▪                avg. # bytes per term 7.5 ▪                non-positional postings 100,000,000 4.5 bytes per word token vs. 7.5 bytes per word type: why? Sec. 4.2",introduct inform retriev reuter rcv statist symbol statist valu n document l avg token doc m term word type avg byte token incl space punct avg byte token space punct avg byte term non posit post byte word token vs byte word type sec,"introduction to information retrieval reuters rcv1 statistics ▪symbol statistic value ▪n documents 800,000 ▪l avg. # tokens per doc 200 ▪m terms (= word types) 400,000 ▪ avg. # bytes per token 6 (incl. spaces/punct.) ▪ avg. # bytes per token 4.5 (without spaces/punct.) ▪ avg. # bytes per term 7.5 ▪ non-positional postings 100,000,000 4.5 bytes per word token vs. 7.5 bytes per word type: why? sec. 4.2"
IR_ch3,8,"Introduction to Information Retrieval Sort-based index construction ▪As we build the index, we parse docs one at a time. ▪The final postings for any term are incomplete until the end. ▪At 8 bytes per (termID, docID), demands a lot of space for large collections. ▪T = 100,000,000 in the case of RCV1 ▪So … we can do this in memory today, but typical collections are much larger.  E.g., the New York Times provides an index of >150 years of newswire ▪Thus: We need to store intermediate results on disk. Sec. 4.2",introduct inform retriev sort base index construct build index pars doc time final post term incomplet end byte termid docid demand lot space larg collect t case rcv memori today typic collect larger e g new york time provid index year newswir need store intermedi result disk sec,"introduction to information retrieval sort-based index construction ▪as we build the index, we parse docs one at a time. ▪the final postings for any term are incomplete until the end. ▪at 8 bytes per (termid, docid), demands a lot of space for large collections. ▪t = 100,000,000 in the case of rcv1 ▪so … we can do this in memory today, but typical collections are much larger. e.g., the new york times provides an index of >150 years of newswire ▪thus: we need to store intermediate results on disk. sec. 4.2"
IR_ch3,9,"Introduction to Information Retrieval Scaling index construction ▪In-memory index construction does not scale ▪Can’t stuff entire collection into memory, sort, then write back ▪How can we construct an index for very large collections? ▪Taking into account hardware constraints. . . ▪Memory, disk, speed, etc. ▪Let’s review some hardware basics Sec. 4.2",introduct inform retriev scale index construct memori index construct doe scale t stuff entir collect memori sort write construct index larg collect take account hardwar constraint memori disk speed let s review hardwar basic sec,"introduction to information retrieval scaling index construction ▪in-memory index construction does not scale ▪can’t stuff entire collection into memory, sort, then write back ▪how can we construct an index for very large collections? ▪taking into account hardware constraints. . . ▪memory, disk, speed, etc. ▪let’s review some hardware basics sec. 4.2"
IR_ch3,10,"Introduction to Information Retrieval Hardware basics ▪Servers used in IR systems now typically have several GB of main memory, sometimes tens of GB. ▪Available disk space is several (2–3) orders of magnitude larger. ▪Fault tolerance is very expensive: It’s much cheaper to use many regular machines rather than one fault tolerant machine. Sec. 4.1",introduct inform retriev hardwar basic server use ir system typic gb main memori ten gb avail disk space order magnitud larger fault toler expens s cheaper use regular machin fault toler machin sec,"introduction to information retrieval hardware basics ▪servers used in ir systems now typically have several gb of main memory, sometimes tens of gb. ▪available disk space is several (2–3) orders of magnitude larger. ▪fault tolerance is very expensive: it’s much cheaper to use many regular machines rather than one fault tolerant machine. sec. 4.1"
IR_ch3,11,Introduction to Information Retrieval Hardware basics ▪Access to data in memory is much faster than access to data on disk. ▪Disk seeks: No data is transferred from disk while the disk head is being positioned. ▪Therefore: Transferring one large chunk of data from disk to memory is faster than transferring many small chunks. ▪Disk I/O is block-based: Reading and writing of entire blocks (as opposed to smaller chunks). ▪Block sizes: 8KB to 256 KB. Sec. 4.1,introduct inform retriev hardwar basic access data memori faster access data disk disk seek data transfer disk disk head posit transfer larg chunk data disk memori faster transfer small chunk disk o block base read write entir block oppos smaller chunk block size kb kb sec,introduction to information retrieval hardware basics ▪access to data in memory is much faster than access to data on disk. ▪disk seeks: no data is transferred from disk while the disk head is being positioned. ▪therefore: transferring one large chunk of data from disk to memory is faster than transferring many small chunks. ▪disk i/o is block-based: reading and writing of entire blocks (as opposed to smaller chunks). ▪block sizes: 8kb to 256 kb. sec. 4.1
IR_ch3,12,"Introduction to Information Retrieval Hardware assumptions (circa 2007) ▪symbol statistic value ▪s average seek time 5 ms = 5 x 10−3 s ▪b transfer time per byte 0.02 μs = 2 x 10−8 s ▪ processor’s clock rate 109 s−1 ▪p low-level operation 0.01 μs = 10−8 s (e.g., compare & swap a word) ▪ size of main memory several GB ▪ size of disk space 1 TB or more Sec. 4.1",introduct inform retriev hardwar assumpt circa symbol statist valu s averag seek time ms x s b transfer time byte μs x s processor s clock rate s p low level oper μs s e g compar swap word size main memori gb size disk space tb sec,"introduction to information retrieval hardware assumptions (circa 2007) ▪symbol statistic value ▪s average seek time 5 ms = 5 x 10−3 s ▪b transfer time per byte 0.02 μs = 2 x 10−8 s ▪ processor’s clock rate 109 s−1 ▪p low-level operation 0.01 μs = 10−8 s (e.g., compare & swap a word) ▪ size of main memory several gb ▪ size of disk space 1 tb or more sec. 4.1"
IR_ch3,13,"Introduction to Information Retrieval Sort using disk as “memory”? ▪Can we use the same index construction algorithm for larger collections, but by using disk instead of memory? ▪No: Sorting T = 100,000,000 records on disk is too slow – too many disk seeks. ▪We need an external sorting algorithm. Sec. 4.2",introduct inform retriev sort use disk memori use index construct algorithm larger collect use disk instead memori sort t record disk slow disk seek need extern sort algorithm sec,"introduction to information retrieval sort using disk as “memory”? ▪can we use the same index construction algorithm for larger collections, but by using disk instead of memory? ▪no: sorting t = 100,000,000 records on disk is too slow – too many disk seeks. ▪we need an external sorting algorithm. sec. 4.2"
IR_ch3,14,Introduction to Information Retrieval Introduction to Information Retrieval CS276: Information Retrieval and Web Search External memory indexing,introduct inform retriev introduct inform retriev cs inform retriev web search extern memori index,introduction to information retrieval introduction to information retrieval cs276: information retrieval and web search external memory indexing
IR_ch3,15,"Introduction to Information Retrieval BSBI: Blocked sort-based Indexing (Sorting with fewer disk seeks) ▪8-byte records (termID, docID) ▪These are generated as we parse docs ▪Must now sort 100M such 8-byte records by termID ▪Define a Block ~ 10M such records ▪Can easily fit a couple into memory ▪Will have 10 such blocks to start with ▪Basic idea of algorithm: ▪Accumulate postings for each block, sort, write to disk ▪Then merge the blocks into one long sorted order Sec. 4.2",introduct inform retriev bsbi block sort base index sort fewer disk seek byte record termid docid gener pars doc sort m byte record termid defin block m record easili fit coupl memori block start basic idea algorithm accumul post block sort write disk merg block long sort order sec,"introduction to information retrieval bsbi: blocked sort-based indexing (sorting with fewer disk seeks) ▪8-byte records (termid, docid) ▪these are generated as we parse docs ▪must now sort 100m such 8-byte records by termid ▪define a block ~ 10m such records ▪can easily fit a couple into memory ▪will have 10 such blocks to start with ▪basic idea of algorithm: ▪accumulate postings for each block, sort, write to disk ▪then merge the blocks into one long sorted order sec. 4.2"
IR_ch3,16,Introduction to Information Retrieval Sec. 4.2,introduct inform retriev sec,introduction to information retrieval sec. 4.2
IR_ch3,17,"Introduction to Information Retrieval Sorting 10 blocks of 10M records ▪First, read each block and sort within: ▪Quicksort takes O(N ln N) expected steps ▪In our case N=10M ▪10 times this estimate – gives us 10 sorted runs of 10M records each. ▪Done straightforwardly, need 2 copies of data on disk ▪But can optimize this Sec. 4.2",introduct inform retriev sort block m record read block sort quicksort take o n ln n expect step case n m time estim give sort run m record straightforwardli need copi data disk optim sec,"introduction to information retrieval sorting 10 blocks of 10m records ▪first, read each block and sort within: ▪quicksort takes o(n ln n) expected steps ▪in our case n=10m ▪10 times this estimate – gives us 10 sorted runs of 10m records each. ▪done straightforwardly, need 2 copies of data on disk ▪but can optimize this sec. 4.2"
IR_ch3,18,"Introduction to Information Retrieval How to merge the sorted runs? ▪Can do binary merges, with a merge tree of log210 = 4 layers. ▪During each layer, read into memory runs in blocks of 10M, merge, write back. Sec. 4.2 Disk d1,d3 d1,d2,d4 d5 d1,d2,d3,d5 brutus caesar noble with d6,d7 d8,d9 d10 d8 brutus caesar julius killed d1,d3,d6,d7 d1,d2,d4,d8,d9 d10 d8 d5 d1,d2,d3,d5 brutus caesar julius killed noble with Postings lists to be merged Merged postings list",introduct inform retriev merg sort run binari merg merg tree log layer layer read memori run block m merg write sec disk d d d d d d d d d d brutu caesar nobl d d d d d d brutu caesar juliu kill d d d d d d d d d d d d d d d d brutu caesar juliu kill nobl post list merg merg post list,"introduction to information retrieval how to merge the sorted runs? ▪can do binary merges, with a merge tree of log210 = 4 layers. ▪during each layer, read into memory runs in blocks of 10m, merge, write back. sec. 4.2 disk d1,d3 d1,d2,d4 d5 d1,d2,d3,d5 brutus caesar noble with d6,d7 d8,d9 d10 d8 brutus caesar julius killed d1,d3,d6,d7 d1,d2,d4,d8,d9 d10 d8 d5 d1,d2,d3,d5 brutus caesar julius killed noble with postings lists to be merged merged postings list"
IR_ch3,19,"Introduction to Information Retrieval How to merge the sorted runs? ▪But it is more efficient to do a multi-way merge, where you are reading from all blocks simultaneously ▪Open all block files simultaneously and maintain a read buffer for each one and a write buffer for the output file ▪In each iteration, pick the lowest termID that hasn’t been processed using a priority queue ▪Merge all postings lists for that termID and write it out ▪Providing you read decent-sized chunks of each block into memory and then write out a decent-sized output chunk, then you’re not killed by disk seeks Sec. 4.2",introduct inform retriev merg sort run effici multi way merg read block simultan open block file simultan maintain read buffer write buffer output file iter pick lowest termid hasn t process use prioriti queue merg post list termid write provid read decent size chunk block memori write decent size output chunk kill disk seek sec,"introduction to information retrieval how to merge the sorted runs? ▪but it is more efficient to do a multi-way merge, where you are reading from all blocks simultaneously ▪open all block files simultaneously and maintain a read buffer for each one and a write buffer for the output file ▪in each iteration, pick the lowest termid that hasn’t been processed using a priority queue ▪merge all postings lists for that termid and write it out ▪providing you read decent-sized chunks of each block into memory and then write out a decent-sized output chunk, then you’re not killed by disk seeks sec. 4.2"
IR_ch3,20,Introduction to Information Retrieval Remaining problem with sort-based algorithm ▪Our assumption was: we can keep the dictionary in memory. ▪We need the dictionary (which grows dynamically) in order to implement a term to termID mapping. Sec. 4.3,introduct inform retriev remain problem sort base algorithm assumpt dictionari memori need dictionari grow dynam order implement term termid map sec,introduction to information retrieval remaining problem with sort-based algorithm ▪our assumption was: we can keep the dictionary in memory. ▪we need the dictionary (which grows dynamically) in order to implement a term to termid mapping. sec. 4.3
IR_ch3,21,Introduction to Information Retrieval SPIMI: Single-pass in-memory indexing ▪Key idea 1: Generate separate dictionaries for each block – no need to maintain term-termID mapping across blocks. ▪Key idea 2: Don’t sort. Accumulate postings in postings lists as they occur. ▪With these two ideas we can generate a complete inverted index for each block. ▪These separate indexes can then be merged into one big index. Sec. 4.3,introduct inform retriev spimi singl pass memori index key idea gener separ dictionari block need maintain term termid map block key idea don t sort accumul post post list occur idea gener complet invert index block separ index merg big index sec,introduction to information retrieval spimi: single-pass in-memory indexing ▪key idea 1: generate separate dictionaries for each block – no need to maintain term-termid mapping across blocks. ▪key idea 2: don’t sort. accumulate postings in postings lists as they occur. ▪with these two ideas we can generate a complete inverted index for each block. ▪these separate indexes can then be merged into one big index. sec. 4.3
IR_ch3,22,Introduction to Information Retrieval SPIMI-Invert ▪Merging of blocks is analogous to BSBI. Sec. 4.3,introduct inform retriev spimi invert merg block analog bsbi sec,introduction to information retrieval spimi-invert ▪merging of blocks is analogous to bsbi. sec. 4.3
IR_ch3,23,Introduction to Information Retrieval SPIMI in action 23 Input token Dictionary Caesar d1 caesar d1 with d1 with d1 Brutus d1 brutus d1 Caesar d2 d2 with d2 d2 Brutus d3 d3 with d3 d3 Caesar d4 d4 noble d5 noble d5 with d5 d5 Sorted dictionary brutus d1 d3 caesar d1d2 d4 noble d5 with d1 d2 d3 d5,introduct inform retriev spimi action input token dictionari caesar d caesar d d d brutu d brutu d caesar d d d d brutu d d d d caesar d d nobl d nobl d d d sort dictionari brutu d d caesar d d d nobl d d d d d,introduction to information retrieval spimi in action 23 input token dictionary caesar d1 caesar d1 with d1 with d1 brutus d1 brutus d1 caesar d2 d2 with d2 d2 brutus d3 d3 with d3 d3 caesar d4 d4 noble d5 noble d5 with d5 d5 sorted dictionary brutus d1 d3 caesar d1d2 d4 noble d5 with d1 d2 d3 d5
IR_ch3,24,Introduction to Information Retrieval SPIMI: Compression ▪Compression makes SPIMI even more efficient. ▪Compression of terms ▪Compression of postings ▪More on this later … Sec. 4.3 Original publication on SPIMI: Heinz and Zobel (2003),introduct inform retriev spimi compress compress make spimi effici compress term compress post later sec origin public spimi heinz zobel,introduction to information retrieval spimi: compression ▪compression makes spimi even more efficient. ▪compression of terms ▪compression of postings ▪more on this later … sec. 4.3 original publication on spimi: heinz and zobel (2003)
IR_ch3,25,Introduction to Information Retrieval Introduction to Information Retrieval CS276: Information Retrieval and Web Search Distributed indexing,introduct inform retriev introduct inform retriev cs inform retriev web search distribut index,introduction to information retrieval introduction to information retrieval cs276: information retrieval and web search distributed indexing
IR_ch3,26,Introduction to Information Retrieval Distributed indexing ▪For web-scale indexing (don’t try this at home!): must use a distributed computing cluster ▪Individual machines are fault-prone ▪Can unpredictably slow down or fail ▪How do we exploit such a pool of machines? Sec. 4.4,introduct inform retriev distribut index web scale index don t tri home use distribut comput cluster individu machin fault prone unpredict slow fail exploit pool machin sec,introduction to information retrieval distributed indexing ▪for web-scale indexing (don’t try this at home!): must use a distributed computing cluster ▪individual machines are fault-prone ▪can unpredictably slow down or fail ▪how do we exploit such a pool of machines? sec. 4.4
IR_ch3,27,"Introduction to Information Retrieval Web search engine data centers ▪Web search data centers (Google, Bing, Baidu) mainly contain commodity machines. ▪Data centers are distributed around the world. ▪Estimate: Google ~1 million servers, 3 million processors/cores (Gartner 2007) Sec. 4.4",introduct inform retriev web search engin data center web search data center googl bing baidu mainli contain commod machin data center distribut world estim googl million server million processor core gartner sec,"introduction to information retrieval web search engine data centers ▪web search data centers (google, bing, baidu) mainly contain commodity machines. ▪data centers are distributed around the world. ▪estimate: google ~1 million servers, 3 million processors/cores (gartner 2007) sec. 4.4"
IR_ch3,28,"Introduction to Information Retrieval Massive data centers ▪If in a non-fault-tolerant system with 1000 nodes, each node has 99.9% uptime, what is the uptime of the entire system? ▪Answer: 37% - meaning, 63% of the time one or more servers is down. ▪Exercise: Calculate the number of servers failing per minute for an installation of 1 million servers. Sec. 4.4",introduct inform retriev massiv data center non fault toler node node uptim uptim entir answer mean time server exercis calcul number server fail minut instal million server sec,"introduction to information retrieval massive data centers ▪if in a non-fault-tolerant system with 1000 nodes, each node has 99.9% uptime, what is the uptime of the entire system? ▪answer: 37% - meaning, 63% of the time one or more servers is down. ▪exercise: calculate the number of servers failing per minute for an installation of 1 million servers. sec. 4.4"
IR_ch3,29,Introduction to Information Retrieval Distributed indexing ▪Maintain a master machine directing the indexing job – considered “safe”. ▪Break up indexing into sets of (parallel) tasks. ▪Master machine assigns each task to an idle machine from a pool. Sec. 4.4,introduct inform retriev distribut index maintain master machin direct index job consid safe break index set parallel task master machin assign task idl machin pool sec,introduction to information retrieval distributed indexing ▪maintain a master machine directing the indexing job – considered “safe”. ▪break up indexing into sets of (parallel) tasks. ▪master machine assigns each task to an idle machine from a pool. sec. 4.4
IR_ch3,30,Introduction to Information Retrieval Parallel tasks ▪We will use two sets of parallel tasks ▪Parsers ▪Inverters ▪Break the input document collection into splits ▪Each split is a subset of documents (corresponding to blocks in BSBI/SPIMI) Sec. 4.4,introduct inform retriev parallel task use set parallel task parser invert break input document collect split split subset document correspond block bsbi spimi sec,introduction to information retrieval parallel tasks ▪we will use two sets of parallel tasks ▪parsers ▪inverters ▪break the input document collection into splits ▪each split is a subset of documents (corresponding to blocks in bsbi/spimi) sec. 4.4
IR_ch3,31,Introduction to Information Retrieval Data flow splits Parser Parser Parser Master a-f g-p q-z a-f g-p q-z a-f g-p q-z Inverter Inverter Inverter Postings a-f g-p q-z assign assign Map phase Segment files Reduce phase Sec. 4.4,introduct inform retriev data flow split parser parser parser master f g p q z f g p q z f g p q z invert invert invert post f g p q z assign assign map phase segment file reduc phase sec,introduction to information retrieval data flow splits parser parser parser master a-f g-p q-z a-f g-p q-z a-f g-p q-z inverter inverter inverter postings a-f g-p q-z assign assign map phase segment files reduce phase sec. 4.4
IR_ch3,32,"Introduction to Information Retrieval Parsers ▪Master assigns a split to an idle parser machine ▪Parser reads a document at a time and emits (term, doc) pairs ▪Parser writes pairs into j partitions ▪Example: Each partition is for a range of terms’ first letters ▪(e.g., a-f, g-p, q-z) – here j = 3. ▪Now to complete the index inversion Sec. 4.4",introduct inform retriev parser master assign split idl parser machin parser read document time emit term doc pair parser write pair j partit exampl partit rang term letter e g f g p q z j complet index invers sec,"introduction to information retrieval parsers ▪master assigns a split to an idle parser machine ▪parser reads a document at a time and emits (term, doc) pairs ▪parser writes pairs into j partitions ▪example: each partition is for a range of terms’ first letters ▪(e.g., a-f, g-p, q-z) – here j = 3. ▪now to complete the index inversion sec. 4.4"
IR_ch3,33,"Introduction to Information Retrieval Inverters ▪An inverter collects all (term,doc) pairs (= postings) for one term-partition. ▪Sorts and writes to postings lists Sec. 4.4",introduct inform retriev invert invert collect term doc pair post term partit sort write post list sec,"introduction to information retrieval inverters ▪an inverter collects all (term,doc) pairs (= postings) for one term-partition. ▪sorts and writes to postings lists sec. 4.4"
IR_ch3,34,"Introduction to Information Retrieval Example for index construction Map: d1 : C came, C c’ed. d2 : C died. → <C,d1>, <came,d1>, <C,d1>, <c’ed, d1>, <C, d2>, <died,d2> Reduce: (<C,(d1,d1,d2)>, <died,(d2)>, <came,(d1)>, <c’ed,(d1)>) → (<C,(d1:2,d2:1)><died,(d2:1)>, <came,(d1:1)>,<c’ed,(d1:1)>) 34 Caesar conquered",introduct inform retriev exampl index construct map d c came c c ed d c die c d came d c d c ed d c d die d reduc c d d d die d came d c ed d c d d die d came d c ed d caesar conquer,"introduction to information retrieval example for index construction map: d1 : c came, c c’ed. d2 : c died. → <c,d1>, <came,d1>, <c,d1>, <c’ed, d1>, <c, d2>, <died,d2> reduce: (<c,(d1,d1,d2)>, <died,(d2)>, <came,(d1)>, <c’ed,(d1)>) → (<c,(d1:2,d2:1)><died,(d2:1)>, <came,(d1:1)>,<c’ed,(d1:1)>) 34 caesar conquered"
IR_ch3,35,"Introduction to Information Retrieval Index construction ▪Index construction was just one phase. ▪Another phase: transforming a term-partitioned index into a document-partitioned index. ▪Term-partitioned: one machine handles a subrange of terms ▪Document-partitioned: one machine handles a subrange of documents ▪As we’ll discuss in the web part of the course, most search engines use a document-partitioned index … better load balancing, etc. Sec. 4.4",introduct inform retriev index construct index construct just phase phase transform term partit index document partit index term partit machin handl subrang term document partit machin handl subrang document ll discuss web cours search engin use document partit index better load balanc sec,"introduction to information retrieval index construction ▪index construction was just one phase. ▪another phase: transforming a term-partitioned index into a document-partitioned index. ▪term-partitioned: one machine handles a subrange of terms ▪document-partitioned: one machine handles a subrange of documents ▪as we’ll discuss in the web part of the course, most search engines use a document-partitioned index … better load balancing, etc. sec. 4.4"
IR_ch3,36,"Introduction to Information Retrieval MapReduce ▪The index construction algorithm we just described is an instance of MapReduce. ▪MapReduce (Dean and Ghemawat 2004) is a robust and conceptually simple framework for distributed computing … ▪… without having to write code for the distribution part. ▪They describe the Google indexing system (ca. 2002) as consisting of a number of phases, each implemented in MapReduce. Sec. 4.4",introduct inform retriev mapreduc index construct algorithm just describ instanc mapreduc mapreduc dean ghemawat robust conceptu simpl framework distribut comput have write code distribut googl index ca consist number phase implement mapreduc sec,"introduction to information retrieval mapreduce ▪the index construction algorithm we just described is an instance of mapreduce. ▪mapreduce (dean and ghemawat 2004) is a robust and conceptually simple framework for distributed computing … ▪… without having to write code for the distribution part. ▪they describe the google indexing system (ca. 2002) as consisting of a number of phases, each implemented in mapreduce. sec. 4.4"
IR_ch3,37,"Introduction to Information Retrieval Schema for index construction in MapReduce ▪Schema of map and reduce functions ▪map: input → list(k, v)     reduce: (k,list(v)) → output ▪Instantiation of the schema for index construction ▪map: collection → list(termID, docID) ▪reduce: (<termID1, list(docID)>, <termID2, list(docID)>, …) → (postings list1, postings list2, …) Sec. 4.4",introduct inform retriev schema index construct mapreduc schema map reduc function map input list k v reduc k list v output instanti schema index construct map collect list termid docid reduc termid list docid termid list docid post list post list sec,"introduction to information retrieval schema for index construction in mapreduce ▪schema of map and reduce functions ▪map: input → list(k, v) reduce: (k,list(v)) → output ▪instantiation of the schema for index construction ▪map: collection → list(termid, docid) ▪reduce: (<termid1, list(docid)>, <termid2, list(docid)>, …) → (postings list1, postings list2, …) sec. 4.4"
IR_ch3,38,Introduction to Information Retrieval Introduction to Information Retrieval CS276: Information Retrieval and Web Search Dynamic indexing,introduct inform retriev introduct inform retriev cs inform retriev web search dynam index,introduction to information retrieval introduction to information retrieval cs276: information retrieval and web search dynamic indexing
IR_ch3,39,"Introduction to Information Retrieval Dynamic indexing ▪Up to now, we have assumed that collections are static. ▪They rarely are: ▪Documents come in over time and need to be inserted. ▪Documents are deleted and modified. ▪This means that the dictionary and postings lists have to be modified: ▪Postings updates for terms already in dictionary ▪New terms added to dictionary Sec. 4.5",introduct inform retriev dynam index assum collect static rare document come time need insert document delet modifi mean dictionari post list modifi post updat term dictionari new term ad dictionari sec,"introduction to information retrieval dynamic indexing ▪up to now, we have assumed that collections are static. ▪they rarely are: ▪documents come in over time and need to be inserted. ▪documents are deleted and modified. ▪this means that the dictionary and postings lists have to be modified: ▪postings updates for terms already in dictionary ▪new terms added to dictionary sec. 4.5"
IR_ch3,40,"Introduction to Information Retrieval Simplest approach ▪Maintain “big” main index ▪New docs go into “small” auxiliary index ▪Search across both, merge results ▪Deletions ▪Invalidation bit-vector for deleted docs ▪Filter docs output on a search result by this invalidation bit-vector ▪Periodically, re-index into one main index Sec. 4.5",introduct inform retriev simplest approach maintain big main index new doc small auxiliari index search merg result delet invalid bit vector delet doc filter doc output search result invalid bit vector period index main index sec,"introduction to information retrieval simplest approach ▪maintain “big” main index ▪new docs go into “small” auxiliary index ▪search across both, merge results ▪deletions ▪invalidation bit-vector for deleted docs ▪filter docs output on a search result by this invalidation bit-vector ▪periodically, re-index into one main index sec. 4.5"
